label_id,label_name,exist_in_source,exist_in_target,annotation_count
1821,Eucheuma denticulatum,1,0,6402
783,Seratiopora hystrix,1,0,6386
3484,Detritus,1,0,6240
2843,Rubbles,1,1,6135
1742,Millepora alcicornis,1,1,6082
791,CCA growing on hard substrate,1,0,6077
1825,Substrate unattached,1,0,6039
442,Pavona varians,1,1,6030
1332,CRED-Lobophora spp,1,1,5970
216,Bleached Porites,1,0,5920
2106,Halodule uninervis,1,0,5894
786,Bleached Acropora formosa.,1,0,5861
582,Spirorbid worms,1,1,5842
2812,Chthamalus stellatus,0,1,5837
3087,Ralfsia expansa,1,0,5735
2363,Turbinaria Foliose,1,1,5728
1603,Individual Tunicates,1,1,5678
1345,CRED-Hard substrate,1,1,5656
67,Leptoseris,1,1,5652
2089,Sponge: Cliona,1,1,5613
2570,Porites compressa morpho 1 fingers,1,0,5539
1317,CRED-Corallimorph,1,1,5518
1414,"Fine branching non-Acroporids, Seriatopora,",1,1,5503
410,Cvirdis_complex,1,1,5502
1998,No Detectable,1,1,5484
3641,Turf Algae on Dead Coral (+ rubble),1,0,5465
398,Utenuifolia,1,1,5444
687,Unidentified algae,1,1,5434
1407,BRA: Acropora Bottlebrush,1,0,5429
125,Acropora formosa,1,0,5306
393,Pastreoides,1,1,5261
763,Platygyra ryukyuensis 1,1,0,5248
774,Bleached Fungia sp.,1,0,5240
3299,Rock Turf Algae,1,0,5237
3801,Anotrichium furcellatum,1,0,5191
2828,Dictyota dichotoma,1,1,5064
1924,Halimeda spp.,1,1,5046
630,Non-Acropora foliose,1,0,5034
2132,Sargassum filipendula,1,0,4994
3195,Bare mangrove root or substrate,1,0,4940
2841,Bleached Jania rubens,0,1,4923
2047,RS-Porites columnar,1,1,4921
686,Abietinaria spp.,1,0,4912
696,Erect Rhodphyta,1,1,4910
394,Pporites,1,1,4886
968,Favia matthai,1,0,4862
2659,Orbicella,1,0,4848
1115,"Red algae, erect coralline",1,0,4826
3645,Dead Halimeda,1,0,4756
1634,Unidentified hydroid (substratum),0,1,4747
408,Ircinia_massive,1,1,4742
1439,Cyanobacteria smothering dead coral,1,1,4698
762,Bleached Platygyra ryukyuensis,1,0,4664
591,Unspecified red algae: Branching: Thick,1,0,4641
3156,Bryozoan Irregular Zooid,1,0,4638
319,Macroalgae: Erect coarse branching brown,1,0,4590
527,Unidentified Hard Coral,1,0,4577
2102,Biotic Matrix,1,0,4549
1125,"Anemone, unidentified",1,0,4548
501,Dictyopteris hoytii,1,0,4519
233,Bacterial mats,1,0,4475
655,Agelas,1,0,4428
146,Cliona,1,0,4427
1769,Acropora palmata,1,0,4427
456,Hydroid,1,0,4420
771,Bleached Seratiopora hystrix,1,0,4387
452,Microdictyon sp.,1,0,4366
1425,TFP: Porites,1,1,4364
2154,Oyster Shell,0,1,4364
636,Algal Assemblage,1,1,4342
2547,Hardpan,1,0,4324
3123,Others,1,0,4323
1597,Calcifying Calcareous Crustose Algae: Rubble,1,1,4316
2649,Thin Patchy CCA,1,0,4312
1908,Jania rubens,1,1,4311
1858,Thalassia,1,0,4272
1329,CRED-Dictyopteris/Dictyota spp,1,1,4258
1293,CRED-Montipora spp_branching,1,1,4254
1027,Obelia spp.,1,0,4240
2581,Montipora capitata morpho 2,1,0,4230
2037,Alveopora,1,1,4219
1612,Phymastrea,1,0,4196
1503,Edwardsiella lineata (substratum),0,1,4136
1601,"Sponges: Branching, Rope Forms",1,0,4091
2650,Thick CCA,1,0,4077
587,Cryptopleura ruprechtiana,1,0,4073
100,Other scleractinians,1,1,4064
3649,Salmacina_spp/Filograna implexa,1,0,3986
633,Heliopora,1,0,3984
2558,Glue,1,0,3953
460,Fish,1,1,3917
775,Totally bleached Montipora sp.,1,0,3887
727,Metandrocarpa taylori,1,0,3855
1436,Sea fans/plumes/branching/whipes,1,1,3848
409,Xmuta,1,1,3810
2596,Favidae-Mussidae massive/meandroid Bleached,1,1,3782
514,Wreck,1,0,3774
1781,Madracis decactis,1,0,3773
324,Macroalgae: Encrusting: brown,1,0,3759
1848,PVC,1,1,3739
764,Totally bleached Platygyra ryukyuensis,1,0,3728
1591,Amphiroa sp.,1,0,3711
1602,Hydroids: Feathery Types,1,1,3707
425,Cladophora sp.,1,1,3689
994,Balanus glandula,1,1,3685
1145,"Brown algae, unidentified",1,1,3668
1636,Bad point,1,1,3666
3109,Corticated Foliose Macroalgae,1,0,3662
722,Eurystomella bilabiata,1,0,3655
221,Acropora (corymbose),1,1,3654
4109,Cnidaria: Corals: Black & Octocorals,1,0,3654
784,Totally bleached Acropora formosa 1,1,0,3638
3881,Pink CCA on dead massive coral,1,0,3610
342,Echinoderms: sea urchin,1,1,3594
325,Macroalgae: Articulated calcareous,1,1,3594
199,Turbinaria (coral),1,1,3582
2423,Chrysophyta,1,0,3543
621,Montipora encrusting,1,0,3543
1798,Tube or Rod Sponge,1,0,3537
1719,Pinctada radiata,1,0,3522
4120,Non-sample,1,0,3512
1008,Botrylloides violaceus,0,1,3479
1703,Loose Substrate: Rubble,1,0,3476
427,Acanthophora spicifera,1,0,3468
2134,Unknown Invertebrate,1,0,3458
236,Corals: Stony corals: Sub-massive,1,0,3445
772,Totally bleached Seratiopora hystrix,1,0,3414
715,Dodecaceria concharum,1,0,3399
1898,ARMS-CREP-Bivalve-empty,1,0,3390
109,Agariciidae,1,0,3379
2185,Montipora capitata bleached,1,1,3367
712,Diaperoecia californica,1,0,3344
1488,Cliona spp.,1,1,3329
1040,Dictyosphaeria versluysii,1,0,3310
1839,polychaete,1,0,3287
3241,Siderastrea stellata,0,1,3268
484,Titanideum frauenfeldii,1,0,3226
3135,Lichenoporidae sp.,1,0,3223
1176,Porites furcata,1,0,3205
804,Acroporidae (hispidose),1,1,3198
543,Gracilaria/Rhodymenia,1,1,3184
2117,CREP-T2 Non-Scleractinian,1,0,3141
2590,Acroporidae branching bleached (white),1,1,3133
660,Chondrosia reniphormis,1,0,3098
1350,CRED-Mobile fauna,1,1,3091
796,laurenciella marilzae,1,1,3080
770,Bleached Stylophora pistillata,1,0,3076
1648,Crown of Thorns Sea Star,1,1,3062
626,PLATE,1,0,3061
1127,"Red algae, unidentified foliose",1,1,3059
1454,Other sesile invertebrates soft hexacorrallia,1,1,3048
988,Barnacles,1,1,3046
1191,Rope sponge,1,1,3019
1650,Foliose Strap/ Branched Macro Algae,1,0,3014
648,Crustose Algae,1,0,2937
1623,Tricellaria inopinata (canopy),0,1,2925
2651,Encrusting Peysso,1,0,2923
2122,Cystoseira sp,1,0,2922
1884,ARMS-CREP-Red upright macroalgae,1,0,2906
1424,MASE: Bleached,1,1,2897
3933,ARMS-PMT-Encrusting Sponge,1,1,2887
792,CCA growing on rubble,1,1,2885
2452,Grazed or thin turf,1,0,2884
3302,Hard Coral_Encrusting,1,0,2870
1738,Unidentified Fouling,1,1,2867
3588,Sedimento fino,1,0,2865
757,Hydroid species,1,0,2831
3563,Articulated coralline algae,1,0,2829
1909,Ellisolandia elongata,1,1,2828
1795,Briareum,1,0,2827
520,Red Strap/Filamentous Algae,1,1,2826
585,Terebratalia transversa,1,0,2826
1323,CRED-Green macroalgae,1,1,2814
2119,CREP-T2 Halimeda,1,0,2810
1300,CRED-Pavona spp_encrusting,1,1,2784
1437,"Other sesile invertebrates Bryozoa, clams",1,1,2767
1635,Unidentified orange sponge,1,1,2764
3445,Aulacomya atra,1,0,2759
4110,Cnidaria: Corals: Stony corals,1,0,2752
3874,Pink CCA,1,0,2749
1772,Colpophyllia natans,1,0,2743
1440,Cyanobacteria smothering rubble,1,0,2730
972,Favites pentagona,1,0,2699
343,Echinoderms: sea urchin: regular urchins,1,0,2699
519,Unidentified Brown,1,1,2697
2072,Bleached Montipora capitata,1,0,2688
4115,Substrate: Unconsolidated (soft),1,0,2673
2619,Thin Sediment over Rock,1,0,2639
3490,Leiosolenus patagonicus,1,0,2638
2845,Macroalgae:Encrusting:Red:Calcareous:Crustose,1,0,2632
1706,Clathromorphum spp.,0,1,2594
1630,Unidentified arborescent bryozoan (canopy),0,1,2592
2140,Lophelia pertusa,1,0,2589
3603,Quadrat,1,0,2587
1764,Bleached Platygyra,1,0,2565
2630,Thin Turf Algae,1,0,2558
1914,Spirobranchus sp.,1,0,2551
2818,Chthamalus stellatus (dead),0,1,2542
75,Psammocora,1,1,2500
2472,Green fleshy algae,1,1,2494
2532,Green turfing algae,1,0,2490
557,Serpulidae worm,1,1,2474
628,Non-Acropora branching,1,0,2474
2209,Bleached Porites compressa,1,1,2466
2050,Lobophytum,1,1,2458
760,Galaxea,1,1,2457
1980,Padina spp.,1,0,2404
314,Macroalgae: Erect fine branching red,1,0,2401
2425,S. edmondsoni,1,0,2387
795,Vase sponge,1,1,2383
2559,Dead oysters,1,0,2376
590,Unspecified red algae: Branching: Fine/Thin,1,0,2373
3209,Hypnea,1,0,2350
1364,Madracis auretenra,1,0,2343
485,Thesea nivea,1,0,2335
220,Codium,1,0,2310
766,Bleached Porites cylindrica,1,0,2306
3924,Turf Algae on dead encrusting coral,1,0,2300
301,Macroalgae: Laminate,1,0,2296
521,Unidentified Green Algae,1,0,2285
98,Mobile invertebrates,1,0,2263
2784,Turfy Biotic Matrix,1,0,2250
1064,"Red algae, filamentous",1,0,2242
1788,Porites porites,1,0,2217
378,Cnatans,1,1,2212
69,Montastrea,1,1,2207
623,Leptoria,1,1,2202
1012,Aglaophenia spp.,1,0,2191
1768,Acropora cervicornis,1,0,2175
3615,Sponge: Encrusting,1,0,2159
201,Merulina,1,1,2157
439,Montipora flabellata,1,1,2143
441,Pavona duerdeni,1,1,2130
1570,Porites harrisoni,1,0,2120
1161,Schizoporella sp.,1,1,2102
919,Aplidium californicum,1,0,2087
1296,CRED-Montastraea spp,1,0,2076
1605,Foliose Algae: Other,1,1,2068
2963,Xestospongia,1,0,2062
1880,ARMS-CREP-Lobophora spp,1,0,2055
1994,Dead Massive Coral,1,0,2040
1467,Aplysilla sp.,1,1,2033
776,Totally bleached Lobophyllia sp.,1,0,2002
1422,"Massive, Submassive, Encrusting colonies of P",1,0,1995
2562,Jania Sp.,1,0,1982
3116,Other Encrusting,1,0,1982
1896,ARMS-CREP-Vermetidae,1,0,1972
1188,Agaricia humilis,1,0,1971
773,Totally bleached Fungia sp.,1,0,1969
134,Corallimorpharian,1,0,1965
2580,Montipora capitata morpho 1,1,0,1962
1649,Crinoids.,1,0,1959
227,Ascidians,1,1,1951
2139,Tubularia sp.,1,0,1942
3208,Anemone,1,0,1936
3698,Reteporella spp.,1,0,1934
1711,Unidentified diatoms,1,1,1934
1560,Platygyra daedalea,1,0,1929
1456,Sponges: Vase,1,0,1921
1912,Silt_Mud_Sand,1,0,1920
1500,Ectopleura/Tubularia spp. (canopy),0,1,1902
1335,CRED-Padina spp,1,1,1882
2455,Schizothrix,1,0,1870
502,Dictyopteris membranacea,1,0,1868
1462,Alcyonium siderium (substratum),1,1,1863
142,Recent dead coral,1,0,1842
451,Unidentified Red,1,0,1837
2557,dead corallina,1,0,1834
597,Red ALgae,1,1,1820
3932,ARMS-PMT-Tunicata,1,1,1813
1757,Unknown Sponge - Brown,0,1,1781
2628,Bare Rubble,1,0,1753
130,Goniopora,1,1,1747
1124,Out of focus,1,0,1746
400,Encrusting gorgonian,1,1,1735
517,Unknown Hydroid,1,0,1715
3010,Rubble (LOF),1,0,1714
1536,Metridium senile (substratum),0,1,1709
1571,Porites Lutea,1,1,1708
600,Acropora (arborescent),1,0,1706
525,Encrusting Bryozoan,1,0,1696
2141,Installation Surface,1,0,1688
777,Bleached Lobophyllia sp.,1,0,1685
3085,Nutrient Indicator Algae,1,0,1678
610,Euphyllia,1,0,1675
3248,Carijoa riisei,1,0,1654
2450,Pseudopterogorgia sp,1,0,1645
431,Tolypiocladia glomerulata,1,0,1634
2881,Leptoseris hawaiiensis,1,0,1630
1443,Calcifying macroalgae: Padina,1,0,1626
692,Balanus nubilis,1,1,1624
2537,Sargassum spp.,1,0,1614
3380,Favia Columnar,0,1,1594
1299,CRED-Pavona spp_massive,1,1,1591
1794,Erythropodium (encrusting),1,0,1581
1690,Unidentified brown branched (substratum),0,1,1574
3486,Hymenena falklandica,1,0,1566
1051,"Sediment, thin",1,0,1564
1783,Madracis mirabilis,1,0,1557
3103,Digitate Soft Coral,1,0,1544
437,Kappaphycus sp.,1,0,1536
3536,Halimeda (disc sediments),1,0,1536
309,Macroalgae: Filamentous / filiform,1,0,1534
569,Callophyllis spp.,1,0,1529
2371,Oyster,1,1,1527
447,Porites monticulosa,1,1,1517
164,Diploastrea,1,1,1506
1321,CRED-Unclassified sessile invertebrate,1,0,1498
981,Zoanthus,1,1,1497
1381,Erythropodium caribaeorum,1,0,1473
3511,Halcurias sp.,1,0,1469
1894,ARMS-CREP-Soft Worm Tube,1,1,1463
208,Bleached Cyphastrea,1,0,1437
2095,CREP-T1 Invertebrates,1,0,1436
357,Crustacea: Barnacles,1,0,1420
2437,Focal Coral Colony,1,0,1410
3015,Turf/Filamentous,1,0,1409
551,Unknown Sponge/Tunicate,1,0,1407
2573,Pocillopora cauliflower,1,0,1405
376,Acervicornis,1,1,1402
2594,Acropora corymbose/tabular/plate Bleached,1,1,1396
190,Coscinaraea,1,1,1396
1926,Halimeda lacunalis_taenicola,1,0,1394
2217,Porites lobata bleached,1,1,1384
506,Amphiroa beauvoisii,1,0,1379
